tract,region,n_lsRestaurants,n_subway,n_mcdonalds,state_fips,county_fips,unique_tract,total_population_estimate,median_age_total,median_age_male,median_age_female,unknown_race,white_alone,black_or_african_american_alone,american_indian_and_alaska_native_alone,asian_alone,native_hawaiian_and_other_pacific_islander_alone,some_other_race_alone,two_or_more_races,two_races_including_some_other_race,two_races_excluding_some_other_race_and_three_or_more_races,commute_unkown,commute_less_than_5_minutes,commute_5_to_9_minutes,commute_10_to_14_minutes,commute_15_to_19_minutes,commute_20_to_24_minutes,commute_25_to_29_minutes,commute_30_to_34_minutes,commute_35_to_39_minutes,commute_40_to_44_minutes,commute_45_to_59_minutes,commute_60_to_89_minutes,commute_90_or_more_minutes,annual_income_unknown,annual_income_less_than_$10_000,annual_income_$10_000_to_$14_999,annual_income_$15_000_to_$19_999,annual_income_$20_000_to_$24_999,annual_income_$25_000_to_$29_999,annual_income_$30_000_to_$34_999,annual_income_$35_000_to_$39_999,annual_income_$40_000_to_$44_999,annual_income_$45_000_to_$49_999,annual_income_$50_000_to_$59_999,annual_income_$60_000_to_$74_999,annual_income_$75_000_to_$99_999,annual_income_$100_000_to_$124_999,annual_income_$125_000_to_$149_999,annual_income_$150_000_to_$199_999,annual_income_$200_000_or_more,tract,region,count_new_bus_past_year,total_businesses,average_visitors,new_business_proportion,n_lsRestaurants,n_subway,n_mcdonalds,tract,count_bigger_places_by_tract,region,n_lsRestaurants,n_subway,n_mcdonalds,count_bigger_places_by_tract_2
16001001900,ID,6,1,1,16,001,16001001900,4896,40.3,39.433334,40.266666,4896,4682,45,0,0,0,40,129,0,129,2523,90,287,613,675,460,128,152,0,24,29,51,14,1175,71,19,29,33,22,16,29,33,45,145,164,256,138,62,76,37,16001001900,ID,5,11201,29.06106597625212,0.0004463887152932774,6,1,1,16001001900,1,ID,6,1,1,1
16001002000,ID,4,2,0,16,001,16001002000,4642,36.025,34.375,33.45,4642,3904,23,211,314,0,143,47,0,47,2188,127,261,232,517,660,66,143,78,12,12,61,19,888,98,49,62,67,72,37,11,117,74,72,89,125,15,0,0,0,16001002000,ID,54,35661,16.96800426235944,0.0015142592748380583,4,2,0,16001002000,1,ID,4,2,0,1
16001002100,ID,8,0,0,16,001,16001002100,1906,43.75,45.5,40.6,1906,1832,2,0,45,0,14,13,0,13,803,42,56,139,212,165,45,96,19,23,6,0,0,516,6,0,0,0,5,11,20,0,5,42,59,152,107,38,32,39,16001002100,ID,22,25964,53.842666769372975,0.0008473270682483439,8,0,0,16001002100,3,ID,8,0,0,3
16001002222,ID,1,0,0,16,001,16001002222,6833,32.9,32.5,33.6,6833,6046,370,36,31,9,117,224,0,224,2904,35,65,296,481,722,399,371,52,91,104,213,75,1863,83,6,44,33,48,52,52,23,29,162,255,349,210,157,202,158,16001002222,ID,1,1697,32.503830288744844,0.0005892751915144372,1,0,0,16001002222,0,ID,1,0,0,0
16001002223,ID,1,0,0,16,001,16001002223,4985,37.8,38.1,36.9,4985,4509,77,0,162,28,37,172,46,126,2273,76,207,521,569,429,161,232,0,6,46,17,9,1282,7,14,0,16,0,14,41,36,36,81,140,256,146,167,174,154,16001002223,ID,5,5449,40.07414204441182,0.0009175995595522114,1,0,0,16001002223,0,ID,1,0,0,0
16001002224,ID,19,1,0,16,001,16001002224,6374,40.733334,41.233334,41.4,6374,5771,39,98,200,0,41,225,0,225,3287,71,259,661,790,771,106,424,50,0,88,13,54,1610,44,15,30,33,24,37,43,68,34,140,200,449,128,117,126,122,16001002224,ID,22,37221,44.566642486768224,0.000591064184197093,19,1,0,16001002224,1,ID,19,1,0,1
16001002302,ID,24,0,2,16,001,16001002302,8267,39.825,33.875,41.25,8267,7103,278,0,264,13,366,243,17,226,4308,252,239,954,1165,973,244,324,37,31,76,13,0,1723,45,38,91,121,61,100,135,16,85,256,255,200,209,30,70,11,16001002302,ID,30,50179,43.22441658861277,0.0005978596624085773,24,0,2,16001002302,5,ID,24,0,2,5
16001002310,ID,3,1,0,16,001,16001002310,10618,36.25,38.925,35.275,10618,9302,22,34,382,0,360,518,138,380,4719,159,547,674,853,1240,249,389,180,114,187,93,34,2582,41,74,209,119,125,127,76,63,74,192,459,385,216,176,177,69,16001002310,ID,20,16524,21.60826676349552,0.0012103606874848704,3,1,0,16001002310,0,ID,3,1,0,0
16001002312,ID,3,0,0,16,001,16001002312,5398,41.1,43.2,37.55,5398,4815,0,0,276,0,195,112,0,112,2787,180,131,803,512,578,274,185,0,17,29,60,18,1157,0,0,30,11,14,32,54,37,123,131,296,284,117,28,0,0,16001002312,ID,6,11413,24.00184000700955,0.0005257162884430036,3,0,0,16001002312,1,ID,3,0,0,1
16001002313,ID,3,0,0,16,001,16001002313,4212,38.7,38.9,38.7,4212,3649,140,0,272,0,118,33,13,20,2010,68,145,437,631,350,90,206,23,12,0,28,20,994,21,0,0,19,45,35,78,64,41,63,158,159,122,76,81,32,16001002313,ID,9,11548,18.767405611361276,0.0007793557325943886,3,0,0,16001002313,0,ID,3,0,0,0
16001002410,ID,3,1,1,16,001,16001002410,8187,40,39.05,39.825,8187,7735,3,8,44,66,47,284,0,284,3766,0,425,480,948,995,291,354,95,30,103,0,45,2042,43,0,59,64,0,49,30,82,59,182,277,329,336,231,92,209,16001002410,ID,4,13800,23.765579710144927,0.0002898550724637681,3,1,1,16001002410,1,ID,3,1,1,1
16001002411,ID,2,0,0,16,001,16001002411,5289,39.533333,37.933334,39.166668,5289,4879,18,26,35,24,15,292,0,292,2528,11,233,409,546,630,250,308,30,51,0,60,0,1336,0,0,66,29,71,66,127,51,0,78,204,243,170,97,58,76,16001002411,ID,3,3797,147.17224124308666,0.0007900974453515934,2,0,0,16001002411,0,ID,2,0,0,0
16001002412,ID,5,0,0,16,001,16001002412,4216,49.45,50.4,47.55,4216,3976,0,14,63,0,28,135,0,135,1665,84,64,317,248,412,80,286,34,26,64,50,0,1049,0,9,72,66,22,40,24,60,59,67,100,152,120,93,24,141,16001002412,ID,5,10577,18.13037723362012,0.00047272383473574735,5,0,0,16001002412,0,ID,5,0,0,0
16001002413,ID,2,0,0,16,001,16001002413,8596,37.45,35.6,37.375,8596,7136,610,22,282,53,145,348,0,348,3658,122,341,598,772,733,407,393,72,22,24,64,110,2158,21,37,0,84,38,31,124,116,111,200,378,338,218,174,163,125,16001002413,ID,8,8040,25.305845771144277,0.0009950248756218905,2,0,0,16001002413,1,ID,2,0,0,1
16001010100,ID,1,0,0,16,001,16001010100,8973,39.1,41.3,37.9,8973,8287,40,0,335,0,18,293,20,273,3732,33,226,568,879,546,470,665,97,52,66,94,36,2432,26,0,11,12,0,11,13,64,43,25,255,382,274,320,380,616,null,null,null,null,null,null,null,null,null,16001010100,0,ID,1,0,0,0
16001010201,ID,4,1,0,16,001,16001010201,14723,43.7,44.633335,42.633335,14723,13925,31,67,194,99,31,376,0,376,5849,201,250,457,820,825,706,1158,158,359,687,181,47,3911,45,94,71,90,79,148,75,162,185,234,415,726,444,161,550,432,16001010201,ID,9,13850,22.265487364620938,0.0006498194945848375,4,1,0,16001010201,0,ID,4,1,0,0
16001010223,ID,9,1,0,16,001,16001010223,7057,49.55,51.2,47.15,7057,6705,83,33,56,0,15,165,0,165,3269,39,122,274,659,823,329,667,89,35,26,50,156,1910,96,0,0,30,48,48,27,62,74,223,174,370,233,189,103,233,16001010223,ID,10,13299,27.146853146853147,0.0007519362358072035,9,1,0,16001010223,0,ID,9,1,0,0
16001010224,ID,1,1,0,16,001,16001010224,4755,45.8,45.8,45.8,4755,4642,0,0,5,0,39,69,0,69,1820,32,116,226,202,356,250,397,59,110,48,0,24,1396,23,0,0,0,16,37,23,28,18,41,198,203,200,208,180,221,16001010224,ID,2,2163,12.69671752196024,0.0009246417013407304,1,1,0,16001010224,0,ID,1,1,0,0
16001010225,ID,13,1,1,16,001,16001010225,8736,47.766666,45.766666,48.833332,8736,7889,122,148,237,0,161,179,13,166,3368,141,337,163,422,859,499,548,88,143,113,37,18,2482,74,0,26,69,93,100,109,63,74,211,262,449,200,251,333,168,16001010225,ID,25,36453,23.830439195676625,0.0006858146105944641,13,1,1,16001010225,1,ID,13,1,1,1
16001010313,ID,15,1,0,16,001,16001010313,28516,36.766666,34.133335,38.7,28516,26309,645,0,741,0,435,386,104,282,13023,325,923,2225,2455,3447,837,1978,55,42,359,172,205,7734,179,0,28,15,250,145,219,246,150,425,791,1431,995,991,925,944,16001010313,ID,38,50079,32.53808981808742,0.0007588010942710517,15,1,0,16001010313,1,ID,15,1,0,1
16001010321,ID,27,2,1,16,001,16001010321,7630,35.7,31.65,37.95,7630,6469,431,42,209,0,68,411,0,411,3897,161,621,778,843,835,160,295,0,74,54,13,63,1651,13,60,56,23,64,24,24,130,32,176,134,230,230,174,121,160,16001010321,ID,59,77510,40.73332473229261,0.0007611921042446136,27,2,1,16001010321,4,ID,27,2,1,4
16001010331,ID,28,2,2,16,001,16001010331,27301,33.266666,29.733334,37.166668,27301,24866,66,0,1547,0,91,731,0,731,11492,164,1248,1856,2512,2747,798,1404,140,353,96,0,174,6977,134,56,142,53,87,132,155,229,219,445,416,888,1491,594,782,1154,16001010331,ID,45,58255,54.683494978971765,0.0007724658827568449,28,2,2,16001010331,5,ID,28,2,2,5
16001010332,ID,2,0,0,16,001,16001010332,14830,34.25,32.35,36.95,14830,13402,391,124,188,0,105,620,2,618,6655,98,535,704,1483,1322,740,1092,91,247,101,104,138,3587,64,52,26,49,32,61,139,199,122,333,579,769,396,341,326,99,16001010332,ID,12,13548,16.822409211691763,0.0008857395925597874,2,0,0,16001010332,0,ID,2,0,0,0
16001010333,ID,12,1,1,16,001,16001010333,12722,38.025,35.7,41.35,12722,11342,347,50,653,33,89,208,46,162,5753,305,540,1092,1046,1050,617,737,0,127,117,29,93,3053,147,140,205,86,0,135,93,123,148,258,376,471,229,277,280,85,16001010333,ID,26,28664,42.146106614568794,0.000907061121964834,12,1,1,16001010333,5,ID,12,1,1,5
16001010334,ID,5,1,1,16,001,16001010334,7619,37.65,35.1,39.8,7619,6684,0,64,298,0,232,341,0,341,3748,35,185,563,597,1034,497,659,52,44,41,29,12,2145,69,36,0,26,9,30,24,238,43,180,233,541,444,96,109,67,16001010334,ID,8,13449,37.47022083426277,0.0005948397650382928,5,1,1,16001010334,3,ID,5,1,1,3
16001010335,ID,8,0,0,16,001,16001010335,24317,44.675,36.675,48.375,24317,22840,104,24,342,0,82,925,123,802,9911,104,229,1144,1949,2478,895,1403,308,46,999,164,192,6324,54,48,110,46,205,218,62,342,66,474,590,1382,622,692,670,743,16001010335,ID,8,18046,38.53851268979275,0.0004433115371827552,8,0,0,16001010335,0,ID,8,0,0,0
16001010401,ID,12,1,1,16,001,16001010401,23000,34.575,33.725,34.35,23000,21508,1,192,127,68,42,1062,0,1062,10963,143,921,248,831,2016,1827,2521,784,391,1018,263,0,5779,32,253,109,92,94,333,100,16,299,358,962,1154,966,282,405,324,16001010401,ID,19,25954,30.220312861215998,0.0007320644216691069,12,1,1,16001010401,2,ID,12,1,1,2
16001010402,ID,1,0,0,16,001,16001010402,12908,36.25,36.05,35.95,12908,11321,13,0,317,191,393,673,0,673,6519,15,200,562,1305,1650,810,1162,315,106,227,106,61,2952,19,12,48,32,82,129,61,15,209,211,578,565,537,214,211,29,16001010402,ID,1,5021,38.44931288587931,0.00019916351324437363,1,0,0,16001010402,0,ID,1,0,0,0
16001010503,ID,4,0,1,16,001,16001010503,4611,34.4,34.7,34.2,4611,3722,77,0,550,0,23,239,122,117,2206,85,207,475,459,334,161,248,0,69,56,41,71,1157,40,0,7,5,19,38,22,13,25,46,172,201,157,138,130,144,16001010503,ID,7,10489,39.49175326532558,0.000667365811802841,4,0,1,16001010503,1,ID,4,0,1,1
16003950100,ID,1,1,0,16,003,16003950100,1637,50.8,49,51.8,1637,1567,0,44,0,0,5,21,0,21,668,51,62,13,156,111,100,115,9,0,23,17,11,506,15,5,10,16,5,38,35,2,31,101,54,109,19,25,5,36,16003950100,ID,2,3919,15.124266394488389,0.0005103342689461597,1,1,0,16003950100,1,ID,1,1,0,1
16005000300,ID,10,1,0,16,005,16005000300,9282,32.475,33.05,32.7,9282,8356,44,32,194,33,146,477,235,242,3619,234,609,1135,929,142,105,57,161,65,95,74,13,2074,43,82,21,116,116,102,51,199,86,259,183,374,168,155,119,0,16005000300,ID,14,22295,35.50621215519175,0.0006279434850863422,10,1,0,16005000300,0,ID,10,1,0,0
16005000600,ID,1,0,0,16,005,16005000600,4126,30.25,28.75,30.75,4126,3820,16,36,155,0,55,44,8,36,1443,86,259,440,382,60,16,60,13,15,24,63,25,709,35,17,39,26,28,56,49,34,25,48,61,101,79,28,44,39,16005000600,ID,6,9043,24.400862545615393,0.0006634966272254782,1,0,0,16005000600,1,ID,1,0,0,1
16005000700,ID,3,1,0,16,005,16005000700,4302,28.566668,28.833334,26.5,4302,3701,74,110,233,13,28,143,14,129,1632,272,511,339,269,86,5,74,0,11,31,7,27,619,15,8,15,57,46,56,7,17,53,24,78,63,77,45,22,36,16005000700,ID,10,8111,24.591419060535078,0.0012328936012822094,3,1,0,16005000700,0,ID,3,1,0,0
16005000800,ID,10,1,1,16,005,16005000800,2570,24,24.6,23.9,2570,2182,68,17,141,0,101,61,0,61,1430,43,495,373,353,56,28,12,14,9,5,33,9,400,61,10,34,10,23,29,12,35,0,40,34,27,26,45,14,0,16005000800,ID,8,16938,21.335872003778487,0.0004723107804935648,10,1,1,16005000800,0,ID,10,1,1,0
16005001101,ID,3,1,0,16,005,16005001101,7323,38.9,33.875,42.3,7323,6621,19,0,341,0,96,246,0,246,3116,261,437,1308,627,55,43,153,0,0,78,140,14,1873,10,11,31,0,53,8,53,74,41,161,232,361,338,247,102,151,16005001101,ID,1,8319,33.29102055535521,0.00012020675561966583,3,1,0,16005001101,1,ID,3,1,0,1
16005001102,ID,1,0,0,16,005,16005001102,3955,33.733334,39.066666,30.833334,3955,3438,39,22,51,17,289,99,0,99,1733,71,491,666,251,50,24,14,0,24,33,49,60,955,56,16,8,66,70,24,23,50,29,84,52,132,128,141,47,29,16005001102,ID,1,6019,21.80760923741485,0.0001661405549094534,1,0,0,16005001102,0,ID,1,0,0,0
16005001200,ID,3,0,0,16,005,16005001200,3743,31,28.8,33.533333,3743,3181,66,46,196,0,0,254,5,249,1400,85,342,481,242,52,0,19,0,31,53,19,76,879,14,70,25,34,68,5,97,24,12,113,108,196,50,42,21,0,16005001200,ID,3,9175,40.734059945504086,0.00032697547683923706,3,0,0,16005001200,1,ID,3,0,0,1
16005001300,ID,7,1,0,16,005,16005001300,2448,32.866665,33.066666,33.966667,2448,2047,0,7,44,0,207,143,2,141,1114,93,289,362,94,69,7,48,13,0,46,59,34,594,19,135,28,32,68,15,45,8,23,49,39,52,27,54,0,0,16005001300,ID,2,10742,63.156488549618324,0.0001861850679575498,7,1,0,16005001300,1,ID,7,1,0,1
16005001400,ID,14,0,2,16,005,16005001400,4137,36.34,36.96,36,4137,3541,14,246,66,0,75,195,35,160,1811,61,585,644,196,88,7,67,33,18,34,42,36,1047,16,46,48,81,51,52,83,83,109,79,34,154,86,88,37,0,16005001400,ID,14,26967,48.09407794712055,0.0005191530388993956,14,0,2,16005001400,1,ID,14,0,2,1
16005001601,ID,3,0,0,16,005,16005001601,2524,35.35,38.9,31.4,2524,2198,9,156,22,0,9,130,10,120,1057,126,129,337,137,52,0,47,4,43,146,23,13,438,25,77,10,35,0,24,26,36,21,24,72,31,14,0,33,10,16005001601,ID,3,11429,20.077522092921516,0.0002624901566191268,3,0,0,16005001601,1,ID,3,0,0,1
16005001603,ID,1,0,0,16,005,16005001603,2938,33.45,34.4,30.5,2938,2820,10,6,9,0,6,87,0,87,1290,112,328,250,238,165,35,15,0,0,42,105,0,557,27,0,14,26,73,100,14,0,30,21,73,45,40,54,40,0,16005001603,ID,5,7208,11.842952275249722,0.0006936736958934517,1,0,0,16005001603,0,ID,1,0,0,0
16005001900,ID,2,1,0,16,005,16005001900,5252,42.1,39.4,44,5252,4962,3,13,10,5,185,74,20,54,2153,275,267,106,87,75,135,439,133,133,242,63,198,1543,38,26,30,45,70,97,59,36,95,118,142,293,179,64,164,87,16005001900,ID,5,12128,27.847295514511874,0.00041226912928759896,2,1,0,16005001900,1,ID,2,1,0,1
16007950100,ID,3,1,0,16,007,16007950100,3434,36.075,34.25,37.5,3434,3230,31,0,23,0,99,51,34,17,1420,377,389,102,133,22,0,48,23,47,93,65,121,1001,62,40,34,9,40,51,99,51,66,67,71,231,64,71,11,34,16007950100,ID,8,12117,18.789139225880994,0.0006602294297268301,3,1,0,16007950100,0,ID,3,1,0,0
16007950200,ID,1,1,0,16,007,16007950200,2566,46.633335,48.166668,45.633335,2566,2429,22,68,17,0,15,15,8,7,932,19,91,193,161,123,57,101,3,24,34,40,86,807,20,29,28,20,19,29,18,39,19,83,111,168,96,73,30,25,16007950200,ID,4,4305,9.385598141695702,0.0009291521486643438,1,1,0,16007950200,0,ID,1,1,0,0
16009940000,ID,1,0,0,16,009,16009940000,5057,43.32,39.5,45.28,5057,3980,6,852,6,10,14,189,0,189,1766,203,320,288,186,193,61,189,29,42,80,108,67,1204,24,35,54,85,54,61,97,70,93,115,148,180,102,26,35,25,16009940000,ID,4,7529,11.408287953247443,0.0005312790543232833,1,0,0,16009940000,0,ID,1,0,0,0
16009950100,ID,4,1,0,16,009,16009950100,4081,50.1,49.925,48.75,4081,3936,0,1,23,61,0,60,0,60,1491,151,426,290,156,26,28,92,17,8,103,136,58,1104,34,74,21,44,120,45,33,66,77,191,103,126,64,46,32,28,16009950100,ID,5,12356,13.66413078666235,0.00040466170281644546,4,1,0,16009950100,0,ID,4,1,0,0
16011950100,ID,3,0,0,16,011,16011950100,8385,33.85,36.675,33.5,8385,7709,0,0,19,0,374,283,0,283,3436,100,180,427,658,872,411,381,16,85,240,66,0,2078,16,30,25,62,42,210,79,26,82,348,301,277,231,97,122,130,16011950100,ID,6,12025,18.42070686070686,0.000498960498960499,3,0,0,16011950100,1,ID,3,0,0,1
16011950500,ID,13,1,1,16,011,16011950500,7517,36.375,35.925,34.05,7517,6221,95,342,174,0,359,326,141,185,3540,152,933,632,580,220,73,359,30,67,295,103,96,1748,47,111,104,51,13,53,11,96,55,141,260,346,173,79,152,56,16011950500,ID,20,31967,30.23292770669753,0.000625645196609003,13,1,1,16011950500,1,ID,13,1,1,1
16011950600,ID,1,0,0,16,011,16011950600,5279,36.225,32.3,38.05,5279,4601,35,27,12,3,476,125,13,112,1891,145,153,458,368,66,110,170,32,31,148,97,113,1280,35,0,68,72,23,23,79,44,49,232,145,141,182,108,49,30,16011950600,ID,4,5594,18.13103324991062,0.0007150518412584912,1,0,0,16011950600,0,ID,1,0,0,0
16011950700,ID,1,0,0,16,011,16011950700,5100,34.733334,34.633335,34.8,5100,4519,13,28,0,0,540,0,0,0,2118,97,334,408,168,183,78,206,61,67,295,86,135,1284,11,0,24,42,37,56,136,32,66,41,180,264,170,88,103,34,16011950700,ID,2,5703,10.4823776959495,0.0003506926179203928,1,0,0,16011950700,1,ID,1,0,0,1
16013960100,ID,6,1,0,16,013,16013960100,5353,45.8,41.65,47,5353,5002,0,154,116,0,25,56,9,47,2440,335,328,174,334,293,85,196,55,154,298,125,63,1344,48,0,8,44,49,14,56,91,15,91,282,286,116,79,89,76,16013960100,ID,8,17639,16.320993253585804,0.00045354045013889675,6,1,0,16013960100,0,ID,6,1,0,0
16013960200,ID,4,1,1,16,013,16013960200,10020,42.875,39.75,42.8,10020,9613,0,0,32,20,59,296,192,104,5106,204,572,1532,353,637,454,707,11,70,109,195,262,2114,0,27,68,112,51,48,27,77,301,210,200,187,278,168,154,206,16013960200,ID,4,17172,17.199394362916376,0.00023293733985557886,4,1,1,16013960200,1,ID,4,1,1,1
16013960300,ID,8,0,0,16,013,16013960300,3729,46.4,47.266666,46.166668,3729,3434,29,0,74,0,192,0,0,0,1708,203,673,359,147,166,38,51,0,0,28,24,19,837,53,72,0,0,41,28,43,34,21,35,108,130,78,88,78,28,16013960300,ID,18,30953,13.035828514198947,0.0005815268310018415,8,0,0,16013960300,0,ID,8,0,0,0
16015950200,ID,2,2,0,16,015,16015950200,7378,53.65,53.2,53.4,7378,7016,19,32,71,5,23,212,7,205,2646,252,357,140,183,83,117,148,125,132,565,371,173,2242,62,42,93,75,123,94,44,158,33,173,328,212,390,200,99,116,16015950200,ID,5,13843,13.67795997977317,0.00036119338293722457,2,2,0,16015950200,2,ID,2,2,0,2
16017950200,ID,6,0,1,16,017,16017950200,9272,43.4,44.766666,41.633335,9272,8717,67,147,57,0,0,284,11,273,3758,143,510,667,700,419,166,602,81,18,244,143,65,2515,46,53,66,52,95,65,69,78,211,168,521,379,323,121,206,62,16017950200,ID,17,27077,27.092144624589135,0.0006278391254570299,6,0,1,16017950200,0,ID,6,0,1,0
16017950300,ID,10,0,0,16,017,16017950300,3610,38,38.225,39.35,3610,3454,8,27,0,35,9,77,0,77,1842,235,699,419,131,65,10,87,11,28,27,85,45,808,33,25,20,36,65,62,16,22,88,53,80,187,31,37,24,29,16017950300,ID,31,27593,16.986518319863734,0.0011234733446888704,10,0,0,16017950300,0,ID,10,0,0,0
16017950400,ID,3,1,0,16,017,16017950400,7295,49.266666,47.45,49.866665,7295,6983,6,15,73,0,81,137,5,132,2549,234,619,560,234,290,19,237,46,55,77,153,25,1972,20,109,60,190,104,67,35,53,141,116,111,384,219,79,157,127,16017950400,ID,12,16727,14.085968792969451,0.0007174030011358881,3,1,0,16017950400,0,ID,3,1,0,0
16017950500,ID,1,0,0,16,017,16017950500,3425,46.125,46.025,45.575,3425,3268,0,10,30,0,34,83,22,61,1089,33,292,159,167,0,64,221,18,22,54,40,19,855,33,23,60,30,88,83,17,76,34,53,177,75,59,21,11,15,16017950500,ID,4,11139,18.639464942993087,0.00035909866235748274,1,0,0,16017950500,0,ID,1,0,0,0
16017950900,ID,1,0,0,16,017,16017950900,4202,48,48.733334,47.8,4202,4055,46,0,0,18,24,59,19,40,1599,40,114,275,453,204,71,138,0,60,132,62,50,1172,43,8,0,37,21,66,53,48,28,87,141,210,141,84,80,125,16017950900,ID,2,3300,12.575151515151514,0.0006060606060606061,1,0,0,16017950900,0,ID,1,0,0,0
16019970300,ID,1,1,0,16,019,16019970300,6988,33.575,32.65,36.125,6988,6839,4,3,0,0,142,0,0,0,2913,56,152,515,654,625,249,286,20,0,18,300,38,1600,15,26,3,69,24,67,93,75,87,128,267,242,238,150,45,71,16019970300,ID,2,6105,11.496805896805897,0.0003276003276003276,1,1,0,16019970300,0,ID,1,1,0,0
16019970403,ID,2,0,0,16,019,16019970403,11652,28.333334,28.266666,28.433332,11652,9561,1,39,1,0,1540,510,15,495,4979,35,939,1530,1133,325,240,344,54,7,159,115,98,2880,133,26,90,237,135,67,121,184,162,238,496,455,306,115,54,61,16019970403,ID,3,6800,25.17823529411765,0.0004411764705882353,2,0,0,16019970403,0,ID,2,0,0,0
16019970501,ID,4,0,0,16,019,16019970501,8666,29.9,28.6,31.6,8666,7707,112,0,91,80,424,252,0,252,3494,90,841,744,791,381,135,173,31,38,26,126,118,2130,13,61,23,34,0,116,122,75,43,203,274,331,349,113,169,204,16019970501,ID,8,11510,49.98010425716768,0.0006950477845351868,4,0,0,16019970501,1,ID,4,0,0,1
16019970502,ID,7,0,1,16,019,16019970502,5722,32.466667,28.833334,32.733334,5722,5236,4,113,68,0,220,81,0,81,2573,177,556,497,381,365,123,156,27,18,55,116,102,1456,25,6,10,81,69,16,50,66,79,165,173,376,123,111,52,54,16019970502,ID,10,16580,61.42056694813028,0.0006031363088057901,7,0,1,16019970502,0,ID,7,0,1,0
16019970503,ID,8,0,0,16,019,16019970503,5894,34.7,34.6,35,5894,5510,18,0,32,0,249,85,0,85,2242,109,506,324,389,315,165,71,0,56,89,123,95,1313,18,7,13,12,33,17,40,21,68,64,138,224,132,188,248,90,16019970503,ID,27,20355,37.02225497420781,0.0013264554163596167,8,0,0,16019970503,1,ID,8,0,0,1
16019970601,ID,1,0,0,16,019,16019970601,2913,34.2,33.666668,34.5,2913,2594,13,17,52,0,89,148,20,128,1265,129,283,415,180,46,17,43,3,34,25,61,29,821,4,9,26,12,33,87,87,22,82,106,106,108,37,53,40,9,16019970601,ID,2,7163,62.63199776629904,0.00027921262041044257,1,0,0,16019970601,1,ID,1,0,0,1
16019970602,ID,4,0,0,16,019,16019970602,6206,31.5,31.8,30.9,6206,5387,14,39,121,0,452,193,140,53,2755,101,696,907,482,195,66,73,17,30,91,62,35,1449,62,24,218,62,30,71,109,118,102,139,96,160,102,56,68,32,16019970602,ID,17,19831,26.662851091725077,0.0008572437093439564,4,0,0,16019970602,1,ID,4,0,0,1
16019970603,ID,9,1,0,16,019,16019970603,2231,44.6,44.9,43.8,2231,2064,9,45,0,0,26,87,47,40,939,82,213,266,156,37,0,43,9,22,32,50,29,518,8,9,0,21,0,9,5,9,25,11,82,50,135,38,48,68,16019970603,ID,21,27243,38.80861138641119,0.0007708402158352604,9,1,0,16019970603,2,ID,9,1,0,2
16019970700,ID,5,0,1,16,019,16019970700,5589,33.2,34.15,37,5589,4230,233,57,22,0,667,380,0,380,2243,62,356,729,492,139,95,147,0,15,59,103,46,1169,16,44,13,91,96,118,81,102,82,146,120,175,77,8,0,0,16019970700,ID,18,28041,27.50864805106808,0.000641917192682144,5,0,1,16019970700,1,ID,5,0,1,1
16019970900,ID,4,1,1,16,019,16019970900,5145,33.7,33.766666,34.6,5145,4831,11,21,84,0,89,109,30,79,2015,61,559,539,519,56,38,45,0,15,33,113,37,1375,0,9,8,0,58,39,34,75,90,75,197,271,149,126,136,108,16019970900,ID,1,12745,56.1861906630051,0.00007846214201647705,4,1,1,16019970900,0,ID,4,1,1,0
16019971000,ID,1,0,0,16,019,16019971000,4951,32,34.65,33.666668,4951,4770,0,0,27,0,79,75,0,75,2131,63,534,662,428,96,113,53,0,39,58,65,20,1294,68,7,65,18,76,47,93,27,76,116,231,133,142,85,41,69,16019971000,ID,8,11885,20.615902397980648,0.0006731173748422381,1,0,0,16019971000,0,ID,1,0,0,0
16019971100,ID,1,0,0,16,019,16019971100,3257,37.92,39.14,36.74,3257,2934,0,6,38,0,152,127,59,68,1864,84,419,517,439,102,24,135,27,25,58,26,8,772,43,20,7,59,99,43,26,79,60,80,119,58,8,10,38,23,16019971100,ID,4,11912,21.69518132975151,0.000335795836131632,1,0,0,16019971100,0,ID,1,0,0,0
16019971200,ID,10,0,0,16,019,16019971200,4571,31.275,31.2,30.2,4571,3708,75,66,28,0,461,233,79,154,2172,97,444,551,345,175,73,90,28,23,194,59,93,1036,129,67,76,69,48,74,85,47,58,70,110,94,29,45,35,0,16019971200,ID,13,34274,35.69755499795764,0.0003792962595553481,10,0,0,16019971200,0,ID,10,0,0,0
16019971301,ID,3,1,0,16,019,16019971301,6362,30.62,26.2,35.44,6362,5919,51,30,111,0,156,95,24,71,2719,118,527,544,498,412,132,117,25,49,130,115,52,1576,35,51,86,146,88,16,86,29,24,167,174,185,275,69,72,73,16019971301,ID,5,9666,33.5604179598593,0.0005172770535899027,3,1,0,16019971301,0,ID,3,1,0,0
16019971302,ID,4,0,1,16,019,16019971302,5081,38.05,33.25,41.475,5081,3983,13,44,171,43,611,216,14,202,2264,10,332,613,503,222,100,106,40,34,106,161,37,1280,5,9,24,20,80,56,58,58,49,71,200,151,171,55,173,100,16019971302,ID,2,10105,29.37337951509154,0.0001979218208807521,4,0,1,16019971302,1,ID,4,0,1,1
