tract,region,n_lsRestaurants,n_subway,n_mcdonalds,state_fips,county_fips,unique_tract,total_population_estimate,median_age_total,median_age_male,median_age_female,unknown_race,white_alone,black_or_african_american_alone,american_indian_and_alaska_native_alone,asian_alone,native_hawaiian_and_other_pacific_islander_alone,some_other_race_alone,two_or_more_races,two_races_including_some_other_race,two_races_excluding_some_other_race_and_three_or_more_races,commute_unkown,commute_less_than_5_minutes,commute_5_to_9_minutes,commute_10_to_14_minutes,commute_15_to_19_minutes,commute_20_to_24_minutes,commute_25_to_29_minutes,commute_30_to_34_minutes,commute_35_to_39_minutes,commute_40_to_44_minutes,commute_45_to_59_minutes,commute_60_to_89_minutes,commute_90_or_more_minutes,annual_income_unknown,annual_income_less_than_$10_000,annual_income_$10_000_to_$14_999,annual_income_$15_000_to_$19_999,annual_income_$20_000_to_$24_999,annual_income_$25_000_to_$29_999,annual_income_$30_000_to_$34_999,annual_income_$35_000_to_$39_999,annual_income_$40_000_to_$44_999,annual_income_$45_000_to_$49_999,annual_income_$50_000_to_$59_999,annual_income_$60_000_to_$74_999,annual_income_$75_000_to_$99_999,annual_income_$100_000_to_$124_999,annual_income_$125_000_to_$149_999,annual_income_$150_000_to_$199_999,annual_income_$200_000_or_more,tract,region,count_new_bus_past_year,total_businesses,average_visitors,new_business_proportion,n_lsRestaurants,n_subway,n_mcdonalds,tract,count_bigger_places_by_tract,region,n_lsRestaurants,n_subway,n_mcdonalds,count_bigger_places_by_tract_2
08055960600,CO,4,1,0,08,055,08055960600,3162,50.875,52.025,53.375,3162,2967,24,35,0,0,48,88,0,88,934,121,412,183,36,28,0,40,7,3,37,39,28,791,69,18,20,103,92,87,44,95,43,34,60,37,55,17,8,9,08055960600,CO,5,14463,20.814630436285693,0.00034570974210053237,4,1,0,08055960600,0,CO,4,1,0,0
08059009806,CO,1,0,0,08,059,08059009806,3867,45.25,45.5,44.5,3867,3612,28,60,70,0,23,74,0,74,1748,75,174,295,242,270,90,198,104,68,169,21,42,1053,8,0,8,18,0,23,11,0,26,27,72,169,159,86,193,253,08059009806,CO,6,7400,20.644054054054052,0.0008108108108108108,1,0,0,08059009806,0,CO,1,0,0,0
08059009807,CO,5,0,0,08,059,08059009807,1737,47.05,43.05,49.7,1737,1614,39,5,69,0,0,10,0,10,864,33,89,160,108,129,55,93,24,58,96,19,0,482,0,0,3,0,39,0,1,17,20,39,28,65,67,56,70,77,08059009807,CO,7,11077,39.10255484336914,0.0006319400559718335,5,0,0,08059009807,2,CO,5,0,0,2
08059009808,CO,1,1,0,08,059,08059009808,6024,44.3,44.35,43.85,6024,5733,35,15,133,0,33,75,17,58,2984,71,136,305,260,297,174,389,311,212,458,252,119,1591,37,23,18,14,50,30,0,62,0,106,102,162,177,114,407,289,08059009808,CO,4,12593,19.55125863575002,0.0003176367823393949,1,1,0,08059009808,0,CO,1,1,0,0
08059009824,CO,1,0,0,08,059,08059009824,4750,36.05,36.8,36.9,4750,4246,59,17,148,11,76,193,0,193,2549,53,185,372,436,248,224,501,68,99,231,120,12,1265,10,40,0,25,21,41,7,42,47,81,170,197,217,123,162,82,08059009824,CO,1,4272,47.09035580524345,0.00023408239700374532,1,0,0,08059009824,0,CO,1,0,0,0
08059009827,CO,3,0,0,08,059,08059009827,6218,40.166668,41.8,40.133335,6218,5086,144,117,642,0,43,186,0,186,3343,24,243,412,581,677,301,564,167,224,55,84,11,1536,19,0,0,32,9,30,93,112,0,99,216,122,182,197,131,294,08059009827,CO,16,12256,55.67893276762402,0.0013054830287206266,3,0,0,08059009827,1,CO,3,0,0,1
08059009829,CO,3,1,1,08,059,08059009829,1841,39.6,39.3,40,1841,1669,21,0,54,0,0,97,4,93,971,9,55,89,135,107,64,182,72,61,102,70,25,540,15,6,0,0,5,7,19,0,3,14,41,103,73,109,79,66,08059009829,CO,5,5007,42.950669063311366,0.0009986019572598363,3,1,1,08059009829,0,CO,3,1,1,0
08059009830,CO,2,0,0,08,059,08059009830,2245,37.1,35.3,40.7,2245,2027,68,0,44,31,27,48,0,48,1297,65,105,110,168,249,74,215,43,49,144,59,16,543,0,0,28,15,33,8,0,9,32,62,45,54,75,110,34,38,08059009830,CO,1,4481,35.972327605445216,0.0002231644722160232,2,0,0,08059009830,1,CO,2,0,0,1
08059009831,CO,3,0,0,08,059,08059009831,2624,28.75,28.75,29.25,2624,2130,36,88,159,45,102,64,10,54,1962,79,190,231,194,307,153,236,49,111,202,199,11,526,0,0,0,0,24,18,26,35,67,73,70,81,85,38,9,0,08059009831,CO,11,14821,52.00128196477971,0.0007421901356183794,3,0,0,08059009831,1,CO,3,0,0,1
08059009832,CO,9,1,1,08,059,08059009832,2653,37.15,36.15,37.35,2653,2333,77,55,33,0,52,103,46,57,1417,0,126,195,250,244,102,183,38,46,142,58,33,676,0,4,10,18,15,20,32,28,16,50,83,123,130,64,49,34,08059009832,CO,4,8053,64.00844405811499,0.000496709300881659,9,1,1,08059009832,3,CO,9,1,1,3
08059009833,CO,5,1,0,08,059,08059009833,5506,39.82,39.84,39.98,5506,4612,121,57,40,0,485,191,12,179,2625,20,107,225,236,400,144,572,126,74,454,213,54,1423,14,0,38,61,36,89,11,24,24,112,147,168,181,164,286,68,08059009833,CO,6,6809,36.12850638860332,0.0008811866647084741,5,1,0,08059009833,1,CO,5,1,0,1
08059009834,CO,6,0,1,08,059,08059009834,4364,43.866665,37.8,48.466667,4364,3955,48,38,173,0,70,80,53,27,2465,66,155,246,303,343,173,473,73,177,311,55,90,1084,26,15,10,8,29,18,17,24,53,101,140,216,169,168,77,13,08059009834,CO,4,7706,55.5569685958993,0.0005190760446405398,6,0,1,08059009834,1,CO,6,0,1,1
08059009835,CO,1,1,0,08,059,08059009835,3739,48.1,42.65,50.65,3739,3536,25,9,54,0,35,80,0,80,1801,57,185,177,246,348,97,323,29,63,143,123,10,1025,0,11,0,11,0,24,0,29,11,41,107,145,157,120,213,156,08059009835,CO,2,2833,128.22484998235086,0.0007059654076950229,1,1,0,08059009835,0,CO,1,1,0,0
08059009838,CO,1,0,1,08,059,08059009838,4904,41.65,41.6,41.4,4904,4472,0,26,259,0,17,130,37,93,2313,13,123,215,272,369,250,323,126,113,277,203,29,1411,0,0,0,0,9,0,16,0,7,75,58,114,182,192,247,511,08059009838,CO,6,5568,33.492097701149426,0.0010775862068965517,1,0,1,08059009838,1,CO,1,0,1,1
08059009839,CO,2,0,0,08,059,08059009839,2379,42.6,39.55,49.35,2379,2293,0,0,21,0,0,65,6,59,1168,17,95,107,99,162,95,259,55,24,189,63,3,733,10,0,0,8,0,8,2,19,26,67,86,87,114,146,105,55,08059009839,CO,4,4799,26.866638883100645,0.0008335069806209627,2,0,0,08059009839,0,CO,2,0,0,0
08059009841,CO,4,0,0,08,059,08059009841,2202,46.15,45.45,47.2,2202,2139,0,8,11,0,15,29,4,25,1148,6,218,119,166,166,39,181,56,40,101,56,0,645,5,5,5,17,0,16,0,16,20,44,76,75,101,104,103,58,08059009841,CO,4,6876,27.945317044793484,0.0005817335660267597,4,0,0,08059009841,1,CO,4,0,0,1
08059009842,CO,4,1,0,08,059,08059009842,3408,42.6,40.45,44.4,3408,3209,9,25,64,0,0,101,19,82,1389,8,36,113,293,147,95,216,80,57,198,125,21,954,0,0,0,77,0,10,0,9,9,7,98,96,41,116,126,365,08059009842,CO,9,6727,60.531886427828155,0.0013378920767058123,4,1,0,08059009842,1,CO,4,1,0,1
08059009845,CO,2,0,0,08,059,08059009845,4210,51.633335,54.233334,49.466667,4210,3965,28,19,8,0,38,152,19,133,1647,29,103,57,147,220,199,311,134,93,267,87,0,1336,19,0,11,19,0,9,10,18,19,28,91,129,60,73,203,647,08059009845,CO,6,7517,40.93029133963017,0.0007981907675934549,2,0,0,08059009845,0,CO,2,0,0,0
08059009846,CO,6,0,1,08,059,08059009846,4733,49.3,48.775,49.65,4733,4488,90,0,62,0,50,43,0,43,1741,46,158,131,199,73,138,292,80,78,337,196,13,1478,14,10,0,0,0,31,40,12,13,61,52,90,149,223,174,609,08059009846,CO,12,19132,28.89865147397031,0.0006272214091574326,6,0,1,08059009846,2,CO,6,0,1,2
08059009847,CO,1,0,0,08,059,08059009847,3262,46.1,45.55,46.25,3262,3209,9,6,27,0,0,11,0,11,1572,81,172,66,185,77,80,247,114,148,233,169,0,971,0,38,0,8,0,17,6,8,23,50,51,118,134,108,155,255,08059009847,CO,3,7376,12.501355748373102,0.00040672451193058567,1,0,0,08059009847,0,CO,1,0,0,0
08059009848,CO,3,0,0,08,059,08059009848,2629,49.633335,48.9,50.866665,2629,2466,21,12,41,0,0,89,0,89,834,31,98,65,63,88,16,105,17,75,165,103,8,757,10,9,0,0,18,0,0,45,7,7,68,42,81,133,69,268,08059009848,CO,9,11753,21.090359908108567,0.0007657619331234578,3,0,0,08059009848,1,CO,3,0,0,1
08059009849,CO,2,0,0,08,059,08059009849,5660,34.74,34.44,36.62,5660,5264,15,26,175,0,101,79,0,79,2783,29,314,312,401,338,198,493,38,167,205,248,40,1331,31,12,14,0,50,21,38,14,96,91,99,102,186,183,161,233,08059009849,CO,17,16798,32.386891296582924,0.001012025241100131,2,0,0,08059009849,1,CO,2,0,0,1
08059009851,CO,7,0,0,08,059,08059009851,3999,45.7,44.8,46.033333,3999,3625,22,142,146,0,13,51,0,51,1935,43,132,117,228,301,144,356,119,169,191,118,17,1113,8,10,17,10,0,16,0,8,15,68,52,179,179,102,213,236,08059009851,CO,4,9691,26.427097306779487,0.0004127541017438861,7,0,0,08059009851,1,CO,7,0,0,1
08059009900,CO,5,0,0,08,059,08059009900,2534,35.466667,33.266666,37.966667,2534,2270,58,0,69,0,46,91,0,91,1330,41,156,152,233,228,63,172,41,47,119,78,0,447,8,0,7,0,0,28,8,25,16,44,45,51,29,50,61,75,08059009900,CO,2,7287,36.83546040894744,0.0002744613695622341,5,0,0,08059009900,1,CO,5,0,0,1
08059010000,CO,14,1,1,08,059,08059010000,5469,28.233334,26.433332,38.533333,5469,4845,250,58,226,0,9,81,25,56,1609,176,172,322,263,181,108,95,41,35,177,37,2,479,7,10,10,10,23,0,18,0,37,32,33,84,43,52,25,95,08059010000,CO,13,25075,33.37399800598205,0.0005184446660019941,14,1,1,08059010000,1,CO,14,1,1,1
08059010100,CO,1,0,0,08,059,08059010100,5553,30.225,29.2,31.275,5553,5390,18,17,96,0,0,32,0,32,2586,237,186,267,472,283,173,430,91,91,179,82,95,1143,81,54,36,67,0,12,14,41,100,43,28,117,229,65,210,46,08059010100,CO,10,13000,25.671846153846154,0.0007692307692307692,1,0,0,08059010100,0,CO,1,0,0,0
08059010206,CO,7,0,0,08,059,08059010206,3878,41.1,42.633335,40.166668,3878,3665,7,18,0,36,15,137,30,107,2028,44,103,125,237,284,190,422,58,135,204,176,50,1107,10,0,0,20,0,0,10,31,23,133,92,182,299,62,186,59,08059010206,CO,9,12090,39.41091811414392,0.0007444168734491315,7,0,0,08059010206,1,CO,7,0,0,1
08059010208,CO,2,0,0,08,059,08059010208,5743,38.4,38.5,37.675,5743,5233,102,76,135,0,126,71,0,71,2776,4,161,272,326,453,159,455,83,193,262,236,172,1584,21,40,41,52,32,0,21,30,52,166,103,336,259,170,134,127,08059010208,CO,4,10378,40.22383888995953,0.0003854307188282906,2,0,0,08059010208,0,CO,2,0,0,0
08059010209,CO,3,0,0,08,059,08059010209,6694,40.775,40.225,42.35,6694,5943,173,42,453,0,39,44,20,24,3409,25,181,393,657,529,169,649,191,84,196,269,66,1637,56,15,35,0,0,84,23,71,114,48,325,319,171,239,80,57,08059010209,CO,2,4368,74.25984432234432,0.0004578754578754579,3,0,0,08059010209,0,CO,3,0,0,0
08059010211,CO,1,0,0,08,059,08059010211,3457,46.4,46.433334,45.633335,3457,3122,203,11,42,0,21,58,0,58,1503,23,124,127,183,302,118,248,10,81,183,78,26,913,22,0,6,24,30,9,63,36,28,48,103,139,117,106,85,97,08059010211,CO,2,4913,24.292692855688987,0.0004070832485243232,1,0,0,08059010211,0,CO,1,0,0,0
08059010212,CO,2,1,1,08,059,08059010212,4130,42.25,41.375,43.675,4130,3649,71,46,83,0,193,88,0,88,2159,0,140,215,233,340,120,586,103,68,271,83,0,1007,36,48,8,13,0,30,33,46,30,140,93,260,125,27,71,47,08059010212,CO,5,6375,26.384313725490195,0.000784313725490196,2,1,1,08059010212,1,CO,2,1,1,1
08059010213,CO,1,0,0,08,059,08059010213,4809,42.575,38.65,43.975,4809,4430,52,20,42,0,112,153,71,82,2348,82,100,90,441,521,217,352,151,60,229,80,25,1216,8,38,17,25,54,29,91,68,68,45,67,163,279,120,107,37,08059010213,CO,6,7897,18.950614157274913,0.0007597821957705458,1,0,0,08059010213,0,CO,1,0,0,0
08059010304,CO,3,1,0,08,059,08059010304,2769,40.233334,39.466667,41.6,2769,2561,0,0,18,0,28,162,21,141,1379,86,89,227,201,167,185,184,53,44,85,53,5,699,9,46,0,0,0,48,13,0,19,61,76,156,69,105,73,24,08059010304,CO,3,3848,18.889553014553016,0.0007796257796257797,3,1,0,08059010304,0,CO,3,1,0,0
08059010305,CO,1,0,0,08,059,08059010305,3640,37.675,37.625,39.75,3640,3280,74,67,81,0,20,118,0,118,2072,0,87,199,327,338,223,366,82,116,201,113,20,841,53,23,12,5,18,6,35,32,63,65,87,92,162,73,65,50,08059010305,CO,2,6094,21.473252379389564,0.0003281916639317361,1,0,0,08059010305,0,CO,1,0,0,0
08059010306,CO,3,1,0,08,059,08059010306,2823,44.4,42.466667,42.266666,2823,2614,58,0,10,0,31,110,10,100,1364,41,100,191,214,168,87,164,97,42,113,105,42,731,0,0,14,9,12,10,20,27,49,118,73,163,140,50,33,13,08059010306,CO,1,6111,54.08836524300442,0.00016363933889707084,3,1,0,08059010306,1,CO,3,1,0,1
08059010307,CO,2,0,1,08,059,08059010307,5110,37.8,36.166668,38.166668,5110,4142,294,147,0,0,264,263,72,191,2481,59,289,399,361,349,195,298,86,145,215,85,0,1223,44,34,80,0,86,0,46,12,63,117,114,163,122,154,86,102,08059010307,CO,3,6051,43.44901669145596,0.0004957858205255329,2,0,1,08059010307,0,CO,2,0,1,0
08059010308,CO,4,0,0,08,059,08059010308,5829,37.5,42.166668,37.333332,5829,5460,38,89,45,0,55,142,25,117,3203,23,198,414,572,586,288,233,143,230,326,190,0,1422,27,0,0,18,21,21,34,50,0,73,128,256,247,203,250,94,08059010308,CO,13,15456,18.567870082815734,0.0008410973084886129,4,0,0,08059010308,0,CO,4,0,0,0
08059010402,CO,8,1,0,08,059,08059010402,5411,40.1,35.625,40.9,5411,5013,0,0,63,0,220,115,64,51,3029,0,166,432,633,368,204,343,161,103,396,177,46,1180,19,60,0,34,72,123,31,57,56,80,244,208,49,22,62,63,08059010402,CO,18,20591,30.351512796852994,0.0008741683259676558,8,1,0,08059010402,1,CO,8,1,0,1
08059010403,CO,2,0,0,08,059,08059010403,5653,36.175,38.475,34.625,5653,5101,93,44,143,0,140,132,16,116,3022,55,129,545,598,382,141,651,58,111,145,138,69,1383,0,58,45,75,19,26,72,94,17,220,92,369,181,75,12,28,08059010403,CO,9,20383,18.18814698523279,0.00044154442427513124,2,0,0,08059010403,0,CO,2,0,0,0
08059010405,CO,9,1,1,08,059,08059010405,2749,31,30.7,33,2749,2430,41,25,88,0,28,137,25,112,1504,84,90,220,124,307,122,300,61,83,84,29,0,442,17,22,8,6,56,46,16,34,19,55,12,54,32,6,22,37,08059010405,CO,16,18580,53.6256727664155,0.000861141011840689,9,1,1,08059010405,1,CO,9,1,1,1
08059010406,CO,3,0,0,08,059,08059010406,2892,33.05,32.8,34.25,2892,2769,0,3,58,0,22,40,0,40,1441,9,82,102,247,401,94,257,56,44,93,21,35,639,5,0,48,18,20,98,54,19,72,35,55,91,34,18,38,34,08059010406,CO,11,20389,17.05105694246898,0.0005395065966942959,3,0,0,08059010406,0,CO,3,0,0,0
08059010502,CO,4,1,0,08,059,08059010502,5092,47.65,48.65,47.525,5092,4612,37,33,0,0,181,229,44,185,2292,115,155,249,311,337,160,370,141,99,101,238,16,1399,59,24,14,19,0,55,29,15,53,198,149,221,119,119,136,189,08059010502,CO,26,14535,28.444100447196423,0.0017887856897144823,4,1,0,08059010502,1,CO,4,1,0,1
08059010503,CO,4,1,0,08,059,08059010503,4222,47.133335,46.733334,47,4222,3867,31,1,98,0,34,191,9,182,1849,18,221,256,337,198,103,306,74,139,157,31,9,1106,78,10,0,29,39,71,22,87,47,101,34,136,102,53,101,196,08059010503,CO,7,10369,52.57382582698428,0.0006750892082168001,4,1,0,08059010503,1,CO,4,1,0,1
08059010504,CO,3,0,1,08,059,08059010504,3016,50.733334,51.633335,51.3,3016,2858,23,6,67,0,30,32,26,6,1275,7,91,204,156,224,121,203,68,80,97,24,0,892,0,0,7,0,7,15,0,22,31,30,34,117,107,68,170,284,08059010504,CO,3,4559,22.50778679534986,0.0006580390436499232,3,0,1,08059010504,0,CO,3,0,1,0
08059010603,CO,6,1,1,08,059,08059010603,3407,41.466667,39,42.2,3407,2920,71,46,32,0,155,183,24,159,1673,20,100,171,126,285,186,348,46,95,197,64,35,723,35,0,5,7,11,40,26,10,73,27,129,89,61,102,93,15,08059010603,CO,13,19527,19.382803297997643,0.0006657448660828596,6,1,1,08059010603,0,CO,6,1,1,0
08059010604,CO,1,0,0,08,059,08059010604,2435,36.333332,35.6,35.733334,2435,2082,0,53,36,0,36,228,80,148,1208,18,145,219,57,201,56,256,26,34,92,53,51,572,22,10,0,0,0,35,0,15,74,70,105,120,45,22,33,21,08059010604,CO,7,8911,43.518235888228034,0.0007855459544383347,1,0,0,08059010604,0,CO,1,0,0,0
08059010701,CO,1,0,0,08,059,08059010701,4470,45.8,44.333332,49.766666,4470,4213,65,34,34,0,42,82,0,82,2086,11,97,321,294,535,138,300,18,66,167,118,21,956,12,0,24,0,28,0,19,42,25,145,153,185,113,58,93,59,08059010701,CO,2,8213,11.608060392061367,0.00024351637647631802,1,0,0,08059010701,0,CO,1,0,0,0
08059010702,CO,1,0,0,08,059,08059010702,5249,34.233334,33.766666,36.4,5249,4627,118,27,29,0,132,316,168,148,3191,28,286,489,489,706,180,437,223,14,259,80,0,1108,106,58,27,54,13,49,16,90,15,120,103,131,77,80,117,52,08059010702,CO,2,6852,11.474605954465849,0.0002918855808523059,1,0,0,08059010702,0,CO,1,0,0,0
08059010801,CO,1,0,0,08,059,08059010801,2520,51.8,50.3,53.5,2520,2254,30,13,44,0,0,179,22,157,900,52,84,125,116,63,57,113,73,40,53,106,18,734,21,0,44,0,11,10,0,0,0,22,54,113,114,70,202,73,08059010801,CO,8,4890,12.11717791411043,0.0016359918200408998,1,0,0,08059010801,0,CO,1,0,0,0
08059010901,CO,8,0,0,08,059,08059010901,5293,43.1,40.96,42.78,5293,4823,4,40,134,0,0,292,0,292,2513,23,468,220,202,318,283,311,146,208,190,123,21,1230,75,0,0,38,21,22,76,29,35,36,65,160,220,73,228,152,08059010901,CO,10,12413,90.75670667848223,0.0008056070248932571,8,0,0,08059010901,2,CO,8,0,0,2
08059010902,CO,4,1,1,08,059,08059010902,2517,31.4,29.2,34.15,2517,2097,106,219,36,0,28,31,18,13,1203,36,112,125,210,256,24,216,31,42,117,16,18,526,0,0,0,13,16,14,53,16,38,81,124,94,53,8,0,16,08059010902,CO,12,12801,19.116631513163036,0.0009374267635340989,4,1,1,08059010902,0,CO,4,1,1,0
08059011000,CO,6,0,0,08,059,08059011000,6290,41.733334,38.483334,44.566666,6290,5866,94,9,162,0,75,84,0,84,2992,0,189,376,210,718,329,235,40,36,374,283,202,1370,54,44,24,33,51,75,0,36,104,49,296,145,99,129,133,98,08059011000,CO,9,20823,13.525908850789992,0.0004322143783316525,6,0,0,08059011000,1,CO,6,0,0,1
08059011100,CO,1,0,0,08,059,08059011100,6565,40.24,40.78,40.94,6565,5265,207,22,196,0,408,467,38,429,3029,31,201,208,507,507,207,445,144,67,433,218,61,1294,46,0,12,69,20,40,9,14,116,187,114,164,137,119,95,152,08059011100,CO,25,21339,15.191902150991144,0.0011715638033647313,1,0,0,08059011100,1,CO,1,0,0,1
08059011202,CO,3,0,0,08,059,08059011202,4920,36.05,34.975,35.725,4920,4592,56,0,81,0,54,137,33,104,2361,82,151,310,409,349,135,382,72,48,354,45,24,1107,20,15,0,9,42,20,58,26,10,48,186,232,131,80,151,79,08059011202,CO,13,13851,34.62017182874882,0.0009385603927514258,3,0,0,08059011202,0,CO,3,0,0,0
08059011300,CO,4,0,0,08,059,08059011300,3229,38.075,39.525,38.075,3229,3056,33,21,0,0,83,36,14,22,1810,43,88,229,273,292,155,368,58,122,130,52,0,652,27,10,16,11,10,20,10,26,11,85,52,105,73,118,26,52,08059011300,CO,1,8951,17.08378952072394,0.00011171936096525528,4,0,0,08059011300,0,CO,4,0,0,0
08059011401,CO,4,0,1,08,059,08059011401,2460,37.8,35.65,40.5,2460,2146,46,6,17,0,122,123,36,87,1378,15,41,204,145,216,79,330,96,75,99,14,64,493,18,18,45,18,0,69,58,11,79,55,45,44,13,8,12,0,08059011401,CO,5,8018,54.70878024444999,0.0006235969069593415,4,0,1,08059011401,1,CO,4,0,1,1
08059011402,CO,6,0,0,08,059,08059011402,4453,34.866665,34.933334,34.9,4453,3573,112,8,51,0,569,140,15,125,2254,37,320,418,247,288,170,385,56,82,169,72,10,889,8,18,49,50,48,21,90,25,31,153,67,115,115,21,50,28,08059011402,CO,7,13882,47.838784036882295,0.0005042501080535945,6,0,0,08059011402,2,CO,6,0,0,2
08059011550,CO,1,0,0,08,059,08059011550,6491,35.06,34.1,38,6491,5844,54,53,123,0,9,408,66,342,3408,12,229,448,561,478,129,457,228,229,365,130,142,1523,101,93,22,34,134,108,284,83,17,139,155,144,31,66,80,32,08059011550,CO,11,17871,15.228974315930838,0.0006155223546527894,1,0,0,08059011550,0,CO,1,0,0,0
08059011601,CO,4,0,0,08,059,08059011601,3855,40.95,41.6,40.75,3855,3553,32,12,81,0,170,7,0,7,1634,0,40,192,382,151,19,428,39,105,142,109,27,892,61,26,33,17,8,54,78,39,8,75,65,153,153,7,91,24,08059011601,CO,3,4656,48.19458762886598,0.0006443298969072165,4,0,0,08059011601,0,CO,4,0,0,0
08059011602,CO,7,1,1,08,059,08059011602,4409,37.833332,36.633335,39.266666,4409,3939,79,54,209,0,37,91,0,91,2096,49,133,123,230,434,110,595,13,26,268,83,32,1035,79,36,27,0,41,24,60,23,53,116,94,126,138,121,73,24,08059011602,CO,9,14056,48.952333523050655,0.0006402959590210587,7,1,1,08059011602,2,CO,7,1,1,2
08059011701,CO,7,0,0,08,059,08059011701,4599,46.45,43.05,47.4,4599,4307,12,45,150,0,53,32,0,32,2134,48,190,200,254,419,145,405,73,75,237,88,0,1293,7,12,28,18,23,0,10,21,58,111,151,252,224,155,112,111,08059011701,CO,7,12010,53.291090757701916,0.0005828476269775188,7,0,0,08059011701,2,CO,7,0,0,2
08059011702,CO,7,1,0,08,059,08059011702,5693,45.075,39.4,49.3,5693,4795,56,140,427,0,0,275,64,211,2958,0,129,381,485,496,215,388,129,245,219,255,16,1354,15,14,31,29,0,13,134,18,19,14,149,246,361,142,57,112,08059011702,CO,4,7652,32.3114218504966,0.0005227391531625719,7,1,0,08059011702,0,CO,7,1,0,0
08059011708,CO,1,0,0,08,059,08059011708,4279,41.366665,36.6,45.733334,4279,3981,0,101,41,0,51,105,0,105,2102,56,115,273,177,225,190,199,107,86,454,179,41,1029,10,16,30,28,9,18,0,19,58,75,99,188,178,88,176,37,08059011708,CO,3,6195,8.874576271186442,0.00048426150121065375,1,0,0,08059011708,0,CO,1,0,0,0
08059011709,CO,3,1,0,08,059,08059011709,3633,38.366665,37.433334,39.066666,3633,3156,0,0,242,0,123,112,17,95,2003,21,73,330,237,318,144,321,35,144,207,132,41,981,0,0,23,24,44,18,118,46,32,109,119,106,107,99,89,47,08059011709,CO,5,5069,49.96606825803906,0.0009863878477017164,3,1,0,08059011709,1,CO,3,1,0,1
08059011711,CO,2,0,0,08,059,08059011711,4349,39.125,37.875,39.175,4349,3918,23,0,82,0,289,37,16,21,2279,26,172,226,407,228,114,573,9,39,229,224,32,1021,11,7,21,36,9,26,26,9,46,25,91,282,165,111,69,87,08059011711,CO,3,6136,28.433018252933508,0.0004889178617992178,2,0,0,08059011711,1,CO,2,0,0,1
08059011723,CO,6,0,1,08,059,08059011723,3418,39.1,36.25,39.3,3418,2933,62,43,135,0,21,224,0,224,1931,26,209,248,283,219,115,428,132,41,189,29,12,812,11,8,40,22,30,43,33,0,52,67,48,151,161,80,57,9,08059011723,CO,7,11115,37.09509671614935,0.0006297795771479982,6,0,1,08059011723,1,CO,6,0,1,1
08059011726,CO,8,1,0,08,059,08059011726,6079,44.266666,39.166668,46.2,6079,5105,0,40,677,0,127,130,24,106,2786,60,299,299,640,328,111,317,70,207,331,108,16,1687,15,0,14,29,32,71,223,27,5,46,97,133,310,111,283,291,08059011726,CO,4,8136,27.589478859390365,0.0004916420845624386,8,1,0,08059011726,1,CO,8,1,0,1
08059011727,CO,1,0,0,08,059,08059011727,3538,51.533333,47.366665,54.466667,3538,3053,52,10,208,0,135,80,10,70,1720,54,134,193,301,271,89,205,21,104,208,101,39,1087,18,9,0,0,20,26,27,22,20,84,125,167,211,184,94,80,08059011727,CO,2,7616,37.42161239495798,0.0002626050420168067,1,0,0,08059011727,0,CO,1,0,0,0
08059011729,CO,3,0,0,08,059,08059011729,4207,37.366665,36.8,42,4207,3615,227,2,47,0,130,186,83,103,2362,0,134,133,347,344,335,500,52,133,244,65,75,932,9,0,51,0,62,21,22,58,73,62,141,176,109,28,111,9,08059011729,CO,7,8468,22.504959848842702,0.0008266414737836561,3,0,0,08059011729,1,CO,3,0,0,1
08059011732,CO,1,0,0,08,059,08059011732,4786,31.325,30.85,32.025,4786,4362,3,49,90,0,204,78,0,78,3016,49,234,471,503,458,96,378,89,39,335,291,73,1033,0,11,35,92,0,61,0,24,76,173,162,155,126,60,53,5,08059011732,CO,7,6359,21.271583582324265,0.0011008020128951094,1,0,0,08059011732,0,CO,1,0,0,0
08059011733,CO,13,1,0,08,059,08059011733,1727,36.7,35.4,39.9,1727,1541,70,0,59,0,0,57,10,47,917,4,51,129,130,99,41,219,46,12,61,125,0,400,22,8,6,0,0,22,5,13,25,15,48,111,24,20,61,20,08059011733,CO,20,12759,25.51124696292813,0.0015675209655929149,13,1,0,08059011733,2,CO,13,1,0,2
08059011803,CO,1,0,0,08,059,08059011803,5435,35.35,36.025,34.675,5435,4617,27,10,245,0,363,173,30,143,2984,14,101,283,595,474,116,835,51,80,260,175,0,1258,32,53,52,29,15,35,15,24,35,263,176,169,124,141,76,19,08059011803,CO,4,10452,15.606965174129353,0.0003827018752391887,1,0,0,08059011803,0,CO,1,0,0,0
08059011804,CO,2,0,1,08,059,08059011804,4491,44.066666,45.133335,43.666668,4491,3983,32,18,218,0,102,138,8,130,2021,40,113,240,254,326,190,491,28,58,169,83,29,1129,17,8,27,24,8,91,20,70,61,34,127,246,128,118,79,71,08059011804,CO,4,5175,19.664927536231882,0.0007729468599033816,2,0,1,08059011804,0,CO,2,0,1,0
08059011805,CO,5,0,0,08,059,08059011805,5996,28.766666,28.833334,33,5996,5019,129,0,449,0,137,262,18,244,4036,0,341,614,256,914,259,934,70,136,371,118,23,1108,50,24,20,0,81,36,31,19,54,65,148,84,269,66,58,103,08059011805,CO,10,13633,67.44641678280642,0.0007335142668524903,5,0,0,08059011805,2,CO,5,0,0,2
